Index,Number,Type
4519,962761,Odd
4520,372836,Even
4521,442747,Odd
4522,664719,Odd
4523,290270,Even
4524,153315,Odd
4525,301097,Odd
4526,81497,Odd
4527,677349,Odd
4528,274165,Odd
4529,685416,Even
4530,902004,Even
4531,155958,Even
4532,715968,Even
4533,667337,Odd
4534,165060,Even
4535,191949,Odd
4536,546017,Odd
4537,883781,Odd
4538,689170,Even
4539,880991,Odd
4540,645398,Even
4541,754957,Odd
4542,814888,Even
4543,973977,Odd
4544,58840,Even
4545,497715,Odd
4546,542494,Even
4547,380027,Odd
4548,144374,Even
4549,642344,Even
4550,997814,Even
4551,396927,Odd
4552,479866,Even
4553,474248,Even
4554,191303,Odd
4555,177975,Odd
4556,228007,Odd
4557,126313,Odd
4558,599870,Even
4559,12330,Even
4560,240802,Even
4561,91156,Even
4562,181024,Even
4563,220856,Even
4564,652556,Even
4565,759316,Even
4566,30539,Odd
4567,981140,Even
4568,933236,Even
4569,158114,Even
4570,898111,Odd
4571,969549,Odd
4572,630774,Even
4573,212278,Even
4574,755967,Odd
4575,591652,Even
4576,125755,Odd
4577,659368,Even
4578,474922,Even
4579,361770,Even
4580,822206,Even
4581,294172,Even
4582,438983,Odd
4583,773815,Odd
4584,469020,Even
4585,153890,Even
4586,386452,Even
4587,320940,Even
4588,111680,Even
4589,402192,Even
4590,211678,Even
4591,253821,Odd
4592,647503,Odd
4593,19361,Odd
4594,219630,Even
4595,81691,Odd
4596,776984,Even
4597,84478,Even
4598,300686,Even
4599,52642,Even
4600,4678,Even
4601,360922,Even
4602,503014,Even
4603,698422,Even
4604,151600,Even
4605,195828,Even
4606,641623,Odd
4607,959114,Even
4608,144874,Even
4609,796449,Odd
4610,603197,Odd
4611,752584,Even
4612,348269,Odd
4613,335637,Odd
4614,990660,Even
4615,224170,Even
4616,17943,Odd
4617,166459,Odd
4618,512403,Odd
4619,357624,Even
4620,89124,Even
4621,631715,Odd
4622,321474,Even
4623,79544,Even
4624,898698,Even
4625,456445,Odd
4626,11387,Odd
4627,857851,Odd
4628,915846,Even
4629,277499,Odd
4630,220187,Odd
4631,717525,Odd
4632,599174,Even
4633,269825,Odd
4634,706289,Odd
4635,57457,Odd
4636,475782,Even
4637,153089,Odd
4638,576933,Odd
4639,232484,Even
4640,860070,Even
4641,311920,Even
4642,102613,Odd
4643,912616,Even
4644,723580,Even
4645,68051,Odd
4646,622891,Odd
4647,593883,Odd
4648,404006,Even
4649,719573,Odd
4650,171058,Even
4651,95491,Odd
4652,135186,Even
4653,985530,Even
4654,793132,Even
4655,412511,Odd
4656,697976,Even
4657,262684,Even
4658,44193,Odd
4659,273787,Odd
4660,398440,Even
4661,962379,Odd
4662,357728,Even
4663,23271,Odd
4664,842873,Odd
4665,905626,Even
4666,6940,Even
4667,217350,Even
4668,91125,Odd
4669,80280,Even
4670,667272,Even
4671,363464,Even
4672,507501,Odd
4673,576590,Even
4674,471865,Odd
4675,475337,Odd
4676,599932,Even
4677,966156,Even
4678,282041,Odd
4679,320336,Even
4680,449346,Even
4681,572042,Even
4682,846891,Odd
4683,611876,Even
4684,66936,Even
4685,529061,Odd
4686,432055,Odd
4687,479206,Even
4688,311094,Even
4689,721968,Even
4690,64017,Odd
4691,532693,Odd
4692,132592,Even
4693,134256,Even
4694,716885,Odd
4695,929780,Even
4696,464798,Even
4697,242414,Even
4698,206262,Even
4699,577021,Odd
4700,404414,Even
4701,92157,Odd
4702,461235,Odd
4703,540263,Odd
4704,386247,Odd
4705,763727,Odd
4706,648360,Even
4707,246884,Even
4708,124983,Odd
4709,893650,Even
4710,502707,Odd
4711,501355,Odd
4712,187447,Odd
4713,182755,Odd
4714,956135,Odd
4715,908542,Even
4716,996413,Odd
4717,51578,Even
4718,52773,Odd
4719,956639,Odd
4720,925296,Even
4721,99625,Odd
4722,270284,Even
4723,380723,Odd
4724,86004,Even
4725,758123,Odd
4726,929550,Even
4727,779480,Even
4728,38858,Even
4729,625858,Even
4730,821879,Odd
4731,840060,Even
4732,855366,Even
4733,815553,Odd
4734,605787,Odd
4735,680266,Even
4736,309452,Even
4737,151382,Even
4738,13714,Even
4739,484630,Even
4740,7751,Odd
4741,936718,Even
4742,523061,Odd
4743,16837,Odd
4744,28621,Odd
4745,879396,Even
4746,82671,Odd
4747,125123,Odd
4748,63081,Odd
4749,930903,Odd
4750,971305,Odd
4751,469074,Even
4752,749078,Even
4753,70904,Even
4754,335571,Odd
4755,778943,Odd
4756,229425,Odd
4757,363865,Odd
4758,106718,Even
4759,945395,Odd
4760,715079,Odd
4761,775349,Odd
4762,793946,Even
4763,220902,Even
4764,222709,Odd
4765,504475,Odd
4766,78573,Odd
4767,642718,Even
4768,446511,Odd
4769,766216,Even
4770,785167,Odd
4771,479596,Even
4772,830522,Even
4773,502033,Odd
4774,221171,Odd
4775,389339,Odd
4776,500545,Odd
4777,916763,Odd
4778,203098,Even
4779,878563,Odd
4780,285708,Even
4781,700624,Even
4782,911875,Odd
4783,709774,Even
4784,147221,Odd
4785,49960,Even
4786,964459,Odd
4787,554111,Odd
4788,293325,Odd
4789,137115,Odd
4790,224758,Even
4791,616186,Even
4792,917026,Even
4793,1023,Odd
4794,852680,Even
4795,9581,Odd
4796,403786,Even
4797,7929,Odd
4798,296438,Even
4799,816559,Odd
4800,792436,Even
4801,743579,Odd
4802,896118,Even
4803,540870,Even
4804,422485,Odd
4805,797860,Even
4806,567612,Even
4807,292678,Even
4808,616097,Odd
4809,372315,Odd
4810,696544,Even
4811,475612,Even
4812,887402,Even
4813,255063,Odd
4814,574596,Even
4815,528781,Odd
4816,923659,Odd
4817,513036,Even
4818,120620,Even
4819,558880,Even
4820,295092,Even
4821,492151,Odd
4822,491002,Even
4823,229636,Even
4824,159411,Odd
4825,216594,Even
4826,207208,Even
4827,427314,Even
4828,550946,Even
4829,771650,Even
4830,564077,Odd
4831,622214,Even
4832,85969,Odd
4833,99026,Even
4834,748819,Odd
4835,49263,Odd
4836,290085,Odd
4837,920141,Odd
4838,364968,Even
4839,165944,Even
4840,465706,Even
4841,296106,Even
4842,69709,Odd
4843,766791,Odd
4844,178269,Odd
4845,729920,Even
4846,512711,Odd
4847,765549,Odd
4848,965388,Even
4849,654692,Even
4850,240038,Even
4851,233747,Odd
4852,514009,Odd
4853,362337,Odd
4854,68941,Odd
4855,738155,Odd
4856,77549,Odd
4857,627159,Odd
4858,920812,Even
4859,344821,Odd
4860,353520,Even
4861,83270,Even
4862,589050,Even
4863,669610,Even
4864,147062,Even
4865,290307,Odd
4866,19004,Even
4867,204801,Odd
4868,413377,Odd
4869,223913,Odd
4870,617730,Even
4871,698671,Odd
4872,818369,Odd
4873,472690,Even
4874,330054,Even
4875,807078,Even
4876,718159,Odd
4877,816890,Even
4878,587653,Odd
4879,54485,Odd
4880,441868,Even
4881,208791,Odd
4882,885296,Even
4883,406720,Even
4884,133648,Even
4885,834759,Odd
4886,384685,Odd
4887,932701,Odd
4888,702001,Odd
4889,740976,Even
4890,967173,Odd
4891,53722,Even
4892,855917,Odd
4893,390402,Even
4894,426872,Even
4895,945338,Even
4896,510786,Even
4897,353789,Odd
4898,669577,Odd
4899,217729,Odd
4900,373114,Even
4901,633013,Odd
4902,927770,Even
4903,417589,Odd
4904,525186,Even
4905,738497,Odd
4906,675504,Even
4907,82814,Even
4908,777702,Even
4909,226744,Even
4910,995554,Even
4911,828332,Even
4912,70400,Even
4913,398641,Odd
4914,335083,Odd
4915,526788,Even
4916,566840,Even
4917,622304,Even
4918,832382,Even
4919,814827,Odd
4920,798616,Even
4921,755851,Odd
4922,997914,Even
4923,911254,Even
4924,758210,Even
4925,728139,Odd
4926,776189,Odd
4927,516690,Even
4928,806891,Odd
4929,31949,Odd
4930,441492,Even
4931,226513,Odd
4932,215285,Odd
4933,637509,Odd
4934,854299,Odd
4935,754368,Even
4936,690510,Even
4937,436337,Odd
4938,42584,Even
4939,363304,Even
4940,357717,Odd
4941,267083,Odd
4942,120110,Even
4943,478781,Odd
4944,886178,Even
4945,751541,Odd
4946,838079,Odd
4947,610887,Odd
4948,98956,Even
4949,615493,Odd
4950,197840,Even
4951,340461,Odd
4952,759984,Even
4953,815531,Odd
4954,536881,Odd
4955,191045,Odd
4956,225584,Even
4957,575613,Odd
4958,944208,Even
4959,407436,Even
4960,336629,Odd
4961,899374,Even
4962,581215,Odd
4963,675291,Odd
4964,574045,Odd
4965,625736,Even
4966,286063,Odd
4967,212835,Odd
4968,439384,Even
4969,359738,Even
4970,334078,Even
4971,701929,Odd
4972,337359,Odd
4973,524885,Odd
4974,221494,Even
4975,221180,Even
4976,929825,Odd
4977,713958,Even
4978,521052,Even
4979,421268,Even
4980,66197,Odd
4981,968899,Odd
4982,421928,Even
4983,158796,Even
4984,783323,Odd
4985,663482,Even
4986,696326,Even
4987,246844,Even
4988,103211,Odd
4989,155520,Even
4990,272927,Odd
4991,432352,Even
4992,976836,Even
4993,429604,Even
4994,899917,Odd
4995,301635,Odd
4996,536835,Odd
4997,345228,Even
4998,147772,Even
4999,307782,Even
5000,4841,Odd
5001,912498,Even
5002,632168,Even
5003,5432,Even
5004,111277,Odd
5005,531917,Odd
5006,763854,Even
5007,372152,Even
5008,158629,Odd
5009,831598,Even
5010,785358,Even
5011,409524,Even
5012,29728,Even
5013,632946,Even
5014,350818,Even
5015,784570,Even
5016,960800,Even
5017,741204,Even
5018,496103,Odd
5019,685347,Odd
5020,950527,Odd
5021,152663,Odd
5022,774677,Odd
5023,887622,Even
5024,806861,Odd
5025,127877,Odd
5026,557978,Even
5027,161002,Even
5028,736885,Odd
5029,342316,Even
5030,50769,Odd
5031,295016,Even
5032,438458,Even
5033,130206,Even
5034,995059,Odd
5035,351323,Odd
5036,171525,Odd
5037,178496,Even
5038,722381,Odd
5039,937632,Even
5040,518202,Even
5041,162772,Even
5042,434098,Even
5043,460085,Odd
5044,441341,Odd
5045,486600,Even
5046,317296,Even
5047,500832,Even
5048,487656,Even
5049,201275,Odd
5050,820585,Odd
5051,121500,Even
5052,554311,Odd
5053,478562,Even
5054,992514,Even
5055,66719,Odd
5056,522320,Even
5057,163880,Even
5058,639023,Odd
5059,83444,Even
5060,906163,Odd
5061,850273,Odd
5062,250831,Odd
5063,573137,Odd
5064,504770,Even
5065,969601,Odd
5066,95704,Even
5067,937488,Even
5068,673208,Even
5069,199163,Odd
5070,158919,Odd
5071,965785,Odd
5072,359545,Odd
5073,34890,Even
5074,766382,Even
5075,377507,Odd
5076,799470,Even
5077,144321,Odd
5078,906085,Odd
5079,890914,Even
5080,643262,Even
5081,253736,Even
5082,811015,Odd
5083,338750,Even
5084,904334,Even
5085,334671,Odd
5086,875310,Even
5087,164595,Odd
5088,288318,Even
5089,963159,Odd
5090,479078,Even
5091,651904,Even
5092,605390,Even
5093,111264,Even
5094,431528,Even
5095,604263,Odd
5096,15607,Odd
5097,618573,Odd
5098,682386,Even
5099,729699,Odd
5100,977699,Odd
5101,420878,Even
5102,772959,Odd
5103,705899,Odd
5104,372064,Even
5105,355131,Odd
5106,935985,Odd
5107,778709,Odd
5108,898743,Odd
5109,986249,Odd
5110,683352,Even
5111,968139,Odd
5112,963674,Even
5113,656546,Even
5114,937705,Odd
5115,513102,Even
5116,604911,Odd
5117,207861,Odd
5118,174383,Odd
5119,262432,Even
5120,959390,Even
5121,966123,Odd
5122,854958,Even
5123,531438,Even
5124,230059,Odd
5125,208660,Even
5126,50465,Odd
5127,619278,Even
5128,735640,Even
5129,948248,Even
5130,673875,Odd
5131,210098,Even
5132,567081,Odd
5133,948439,Odd
5134,929945,Odd
5135,274782,Even
5136,872300,Even
5137,144,Even
5138,792162,Even
5139,193376,Even
5140,335975,Odd
5141,958953,Odd
5142,570123,Odd
5143,606984,Even
5144,601405,Odd
5145,742990,Even
5146,159058,Even
5147,149013,Odd
5148,798128,Even
5149,320868,Even
5150,198279,Odd
5151,75538,Even
5152,512599,Odd
5153,396463,Odd
5154,30596,Even
5155,116969,Odd
5156,372212,Even
5157,451531,Odd
5158,213077,Odd
5159,800760,Even
5160,701265,Odd
5161,885919,Odd
5162,497095,Odd
5163,785442,Even
5164,623533,Odd
5165,243432,Even
5166,778532,Even
5167,136075,Odd
5168,879434,Even
5169,19254,Even
5170,576753,Odd
5171,626122,Even
5172,405081,Odd
5173,275980,Even
5174,807186,Even
5175,978335,Odd
5176,653810,Even
5177,26838,Even
5178,417035,Odd
5179,917841,Odd
5180,293778,Even
5181,939034,Even
5182,154492,Even
5183,774753,Odd
5184,81514,Even
5185,964401,Odd
5186,225933,Odd
5187,477696,Even
5188,171423,Odd
5189,270275,Odd
5190,264730,Even
5191,995971,Odd
5192,968969,Odd
5193,964650,Even
5194,17974,Even
5195,799222,Even
5196,805558,Even
5197,60241,Odd
5198,923815,Odd
5199,997878,Even
5200,744962,Even
5201,458208,Even
5202,475857,Odd
5203,572385,Odd
5204,226932,Even
5205,69442,Even
5206,19957,Odd
5207,31591,Odd
5208,930828,Even
5209,3178,Even
5210,110031,Odd
5211,117623,Odd
5212,946630,Even
5213,586443,Odd
5214,435077,Odd
5215,74680,Even
5216,746397,Odd
5217,950636,Even
5218,914018,Even
5219,516291,Odd
5220,898238,Even
5221,531595,Odd
5222,99195,Odd
5223,238807,Odd
5224,41412,Even
5225,458989,Odd
5226,907832,Even
5227,177983,Odd
5228,638048,Even
5229,170684,Even
5230,12172,Even
5231,430623,Odd
5232,586492,Even
5233,493241,Odd
5234,781505,Odd
5235,572455,Odd
5236,925014,Even
5237,400382,Even
5238,809292,Even
5239,541167,Odd
5240,172977,Odd
5241,146541,Odd
5242,437787,Odd
5243,647636,Even
5244,434302,Even
5245,474756,Even
5246,750572,Even
5247,337213,Odd
5248,976217,Odd
5249,839002,Even
5250,176661,Odd
5251,835585,Odd
5252,955541,Odd
5253,176686,Even
5254,943015,Odd
5255,260189,Odd
5256,131819,Odd
5257,605194,Even
5258,456775,Odd
5259,934319,Odd
5260,148046,Even
5261,980453,Odd
5262,491503,Odd
5263,155916,Even
5264,645602,Even
5265,675106,Even
5266,138958,Even
5267,776151,Odd
5268,887235,Odd
5269,767017,Odd
5270,556015,Odd
5271,193056,Even
5272,134644,Even
5273,170495,Odd
5274,727107,Odd
5275,213377,Odd
5276,380058,Even
5277,871620,Even
5278,351598,Even
5279,770188,Even
5280,974072,Even
5281,626765,Odd
5282,85990,Even
5283,918621,Odd
5284,257785,Odd
5285,191354,Even
5286,491966,Even
5287,673625,Odd
5288,200441,Odd
5289,957549,Odd
5290,718672,Even
5291,23694,Even
5292,389586,Even
5293,773496,Even
5294,402302,Even
5295,491972,Even
5296,650622,Even
5297,406022,Even
5298,866210,Even
5299,713227,Odd
5300,615789,Odd
5301,343015,Odd
5302,340111,Odd
5303,340383,Odd
5304,448050,Even
5305,691187,Odd
5306,66890,Even
5307,758591,Odd
5308,359682,Even
5309,114255,Odd
5310,734180,Even
5311,994997,Odd
5312,695284,Even
5313,516811,Odd
5314,553361,Odd
5315,63606,Even
5316,262215,Odd
5317,449613,Odd
5318,98062,Even
5319,737297,Odd
5320,150034,Even
5321,196749,Odd
5322,256438,Even
5323,615301,Odd
5324,79054,Even
5325,238531,Odd
5326,772933,Odd
5327,368482,Even
5328,883148,Even
5329,999833,Odd
5330,504315,Odd
5331,346762,Even
5332,274345,Odd
5333,275779,Odd
5334,391591,Odd
5335,392386,Even
5336,594986,Even
5337,636944,Even
5338,528564,Even
5339,777006,Even
5340,139557,Odd
5341,861810,Even
5342,161790,Even
5343,156126,Even
5344,749030,Even
5345,301822,Even
5346,363422,Even
5347,620935,Odd
5348,284096,Even
5349,358998,Even
5350,620048,Even
5351,747294,Even
5352,699214,Even
5353,94695,Odd
5354,54970,Even
5355,904101,Odd
5356,311629,Odd
5357,256712,Even
5358,845901,Odd
5359,503610,Even
5360,161295,Odd
5361,210047,Odd
5362,255369,Odd
5363,133883,Odd
5364,598315,Odd
5365,989681,Odd
5366,925312,Even
5367,781566,Even
5368,67845,Odd
5369,192166,Even
5370,366225,Odd
5371,58338,Even
5372,560945,Odd
5373,457184,Even
5374,113929,Odd
5375,484112,Even
5376,484548,Even
5377,592496,Even
5378,158639,Odd
5379,742223,Odd
5380,624336,Even
5381,53384,Even
5382,397970,Even
5383,919566,Even
5384,88474,Even
5385,537988,Even
5386,334478,Even
5387,105184,Even
5388,643277,Odd
5389,544886,Even
5390,429017,Odd
5391,650199,Odd
5392,453630,Even
5393,280225,Odd
5394,121441,Odd
5395,404436,Even
5396,642097,Odd
5397,797964,Even
5398,711722,Even
5399,854705,Odd
5400,795401,Odd
5401,388257,Odd
5402,763988,Even
5403,83757,Odd
5404,723429,Odd
5405,106362,Even
5406,980665,Odd
5407,353184,Even
5408,364536,Even
5409,705290,Even
5410,595446,Even
5411,821051,Odd
5412,964129,Odd
5413,257872,Even
5414,734939,Odd
5415,423348,Even
5416,809793,Odd
5417,282238,Even
5418,929181,Odd
5419,972905,Odd
5420,633217,Odd
5421,753852,Even
5422,598867,Odd
5423,311867,Odd
5424,706418,Even
5425,242731,Odd
5426,547982,Even
5427,735459,Odd
5428,107832,Even
5429,204200,Even
5430,192550,Even
5431,295117,Odd
5432,139192,Even
5433,371683,Odd
5434,819892,Even
5435,229354,Even
5436,661868,Even
5437,429620,Even
5438,43014,Even
5439,720710,Even
5440,725939,Odd
5441,460619,Odd
5442,374863,Odd
5443,828145,Odd
5444,510106,Even
5445,399353,Odd
5446,616939,Odd
5447,836092,Even
5448,249129,Odd
5449,980478,Even
5450,799380,Even
5451,801722,Even
5452,792171,Odd
5453,698646,Even
5454,655263,Odd
5455,561497,Odd
5456,110767,Odd
5457,198176,Even
5458,314637,Odd
5459,574718,Even
5460,444777,Odd
5461,10760,Even
5462,984969,Odd
5463,777733,Odd
5464,127636,Even
5465,355781,Odd
5466,157876,Even
5467,170195,Odd
5468,555184,Even
5469,910269,Odd
5470,377344,Even
5471,565915,Odd
5472,920571,Odd
5473,872734,Even
5474,822548,Even
5475,53891,Odd
5476,702118,Even
5477,282625,Odd
5478,598085,Odd
5479,462769,Odd
5480,183124,Even
5481,920201,Odd
5482,231402,Even
5483,783971,Odd
5484,362839,Odd
5485,979331,Odd
5486,955797,Odd
5487,678045,Odd
5488,147951,Odd
5489,130402,Even
5490,868900,Even
5491,749717,Odd
5492,293013,Odd
5493,739739,Odd
5494,695629,Odd
5495,888254,Even
5496,777850,Even
5497,861461,Odd
5498,796885,Odd
5499,306695,Odd
5500,732412,Even
5501,492405,Odd
5502,556505,Odd
5503,206968,Even
5504,421026,Even
5505,98559,Odd
5506,532677,Odd
5507,963135,Odd
5508,679741,Odd
5509,938944,Even
5510,981863,Odd
5511,494068,Even
5512,494322,Even
5513,757046,Even
5514,4745,Odd
5515,889334,Even
5516,45633,Odd
5517,29121,Odd
5518,913896,Even
5519,197559,Odd
5520,319505,Odd
5521,209749,Odd
5522,291663,Odd
5523,738776,Even
5524,238029,Odd
5525,614375,Odd
5526,530013,Odd
5527,964441,Odd
5528,260632,Even
5529,334052,Even
5530,226367,Odd
5531,475239,Odd
5532,497949,Odd
5533,972783,Odd
5534,432649,Odd
5535,451494,Even
5536,429043,Odd
5537,352903,Odd
5538,978496,Even
5539,799414,Even
5540,73455,Odd
5541,169974,Even
5542,442198,Even
5543,443215,Odd
5544,989721,Odd
5545,961154,Even
5546,582232,Even
5547,757294,Even
5548,701426,Even
5549,935553,Odd
5550,770090,Even
5551,647361,Odd
5552,690244,Even
5553,169377,Odd
5554,116071,Odd
5555,133555,Odd
5556,607855,Odd
5557,604908,Even
5558,496688,Even
5559,862946,Even
5560,576517,Odd
5561,568456,Even
5562,927970,Even
5563,558458,Even
5564,56229,Odd
5565,264928,Even
5566,47925,Odd
5567,260544,Even
5568,422880,Even
5569,719588,Even
5570,7106,Even
5571,238152,Even
5572,250033,Odd
5573,16831,Odd
5574,922312,Even
5575,220014,Even
5576,886936,Even
5577,884855,Odd
5578,132620,Even
5579,727744,Even
5580,736450,Even
5581,207520,Even
5582,271450,Even
5583,486558,Even
5584,583812,Even
5585,144435,Odd
5586,742560,Even
5587,56006,Even
5588,125913,Odd
5589,369425,Odd
5590,750754,Even
5591,501771,Odd
5592,581354,Even
5593,551867,Odd
5594,185759,Odd
5595,62290,Even
5596,60145,Odd
5597,57994,Even
5598,536770,Even
5599,505044,Even
5600,330387,Odd
5601,274817,Odd
5602,637937,Odd
5603,676093,Odd
5604,859137,Odd
5605,466508,Even
5606,233246,Even
5607,131678,Even
5608,833019,Odd
5609,599265,Odd
5610,37995,Odd
5611,592724,Even
5612,476922,Even
5613,94570,Even
5614,591618,Even
5615,301786,Even
5616,344019,Odd
5617,669191,Odd
5618,750627,Odd
5619,658951,Odd
5620,155610,Even
5621,991293,Odd
5622,833467,Odd
5623,648498,Even
5624,147553,Odd
5625,455773,Odd
5626,841874,Even
5627,23773,Odd
5628,680423,Odd
5629,279034,Even
5630,649661,Odd
5631,265358,Even
5632,57898,Even
5633,297565,Odd
5634,480985,Odd
5635,126089,Odd
5636,233405,Odd
5637,14316,Even
5638,760974,Even
5639,384122,Even
5640,711135,Odd
5641,928814,Even
5642,70864,Even
5643,277275,Odd
5644,821354,Even
5645,329539,Odd
5646,709849,Odd
5647,331617,Odd
5648,83511,Odd
5649,957936,Even
5650,452039,Odd
5651,290864,Even
5652,811496,Even
5653,968935,Odd
5654,810705,Odd
5655,349457,Odd
5656,127338,Even
5657,154424,Even
5658,849434,Even
5659,929577,Odd
5660,191326,Even
5661,141206,Even
5662,980519,Odd
5663,837520,Even
5664,384665,Odd
5665,813322,Even
5666,21412,Even
5667,642758,Even
5668,350597,Odd
5669,357172,Even
5670,922263,Odd
5671,550238,Even
5672,822457,Odd
5673,64240,Even
5674,420068,Even
5675,774896,Even
5676,465342,Even
5677,38965,Odd
5678,22752,Even
5679,44064,Even
5680,131545,Odd
5681,721342,Even
5682,686541,Odd
5683,41010,Even
5684,875980,Even
5685,544475,Odd
5686,659373,Odd
5687,294786,Even
5688,523521,Odd
5689,236751,Odd
5690,309523,Odd
5691,398740,Even
5692,439111,Odd
5693,373984,Even
5694,951687,Odd
5695,373149,Odd
5696,758542,Even
5697,876918,Even
5698,610476,Even
5699,962200,Even
5700,381588,Even
5701,460483,Odd
5702,64788,Even
5703,619488,Even
5704,481330,Even
5705,648635,Odd
5706,23929,Odd
5707,416982,Even
5708,332468,Even
5709,280137,Odd
5710,975869,Odd
5711,636389,Odd
5712,258555,Odd
5713,826182,Even
5714,620572,Even
5715,970858,Even
5716,951916,Even
5717,209106,Even
5718,85068,Even
5719,517434,Even
5720,995060,Even
5721,169054,Even
5722,662834,Even
5723,392501,Odd
5724,254038,Even
5725,608715,Odd
5726,779421,Odd
5727,27725,Odd
5728,582576,Even
5729,113429,Odd
5730,666484,Even
5731,786899,Odd
5732,18812,Even
5733,376560,Even
5734,464947,Odd
5735,878509,Odd
5736,649198,Even
5737,890292,Even
5738,258177,Odd
5739,101338,Even
5740,235293,Odd
5741,359165,Odd
5742,356188,Even
5743,903078,Even
5744,39383,Odd
5745,821536,Even
5746,414159,Odd
5747,322681,Odd
5748,566948,Even
5749,483177,Odd
5750,311,Odd
5751,621913,Odd
5752,328161,Odd
5753,862930,Even
5754,176871,Odd
5755,136292,Even
5756,783376,Even
5757,864498,Even
5758,885756,Even
5759,602488,Even
5760,665358,Even
5761,990058,Even
5762,679143,Odd
5763,267052,Even
5764,55981,Odd
5765,679061,Odd
5766,391765,Odd
5767,707654,Even
5768,147733,Odd
5769,988987,Odd
5770,255187,Odd
5771,228546,Even
5772,336255,Odd
5773,994389,Odd
5774,286628,Even
5775,989700,Even
5776,592776,Even
5777,961463,Odd
5778,576087,Odd
5779,601991,Odd
5780,289587,Odd
5781,102916,Even
5782,456068,Even
5783,937636,Even
5784,573274,Even
5785,26162,Even
5786,827,Odd
5787,84990,Even
5788,98207,Odd
5789,811440,Even
5790,301668,Even
5791,629590,Even
5792,445838,Even
5793,303071,Odd
5794,31229,Odd
5795,990180,Even
5796,273360,Even
5797,463106,Even
5798,915655,Odd
5799,264808,Even
5800,306104,Even
5801,427309,Odd
5802,469013,Odd
5803,469374,Even
5804,394398,Even
5805,872862,Even
5806,448714,Even
5807,735040,Even
5808,512069,Odd
5809,153715,Odd
5810,565913,Odd
5811,769454,Even
5812,343051,Odd
5813,558943,Odd
5814,233655,Odd
5815,945515,Odd
5816,131913,Odd
5817,37441,Odd
5818,542078,Even
5819,520581,Odd
5820,587898,Even
5821,946487,Odd
5822,305571,Odd
5823,610820,Even
5824,808486,Even
5825,471584,Even
5826,764828,Even
5827,444609,Odd
5828,653103,Odd
5829,646276,Even
5830,712986,Even
5831,742831,Odd
5832,705760,Even
5833,845893,Odd
5834,294741,Odd
5835,240245,Odd
5836,669022,Even
5837,822415,Odd
5838,885309,Odd
5839,403412,Even
5840,792838,Even
5841,497530,Even
5842,702862,Even
5843,940328,Even
5844,571589,Odd
5845,367100,Even
5846,179205,Odd
5847,250037,Odd
5848,815392,Even
5849,651490,Even
5850,479756,Even
5851,275089,Odd
5852,393462,Even
5853,723852,Even
5854,707985,Odd
5855,303856,Even
5856,902196,Even
5857,946586,Even
5858,758635,Odd
5859,390276,Even
5860,771218,Even
5861,564141,Odd
5862,418824,Even
5863,191596,Even
5864,749537,Odd
5865,841392,Even
5866,632098,Even
5867,696510,Even
5868,230740,Even
5869,530988,Even
5870,619944,Even
5871,281502,Even
5872,40552,Even
5873,697886,Even
5874,20994,Even
5875,557804,Even
5876,159511,Odd
5877,796317,Odd
5878,873388,Even
5879,971481,Odd
5880,446216,Even
5881,487611,Odd
5882,503525,Odd
5883,510229,Odd
5884,957221,Odd
5885,157153,Odd
5886,706831,Odd
5887,97256,Even
5888,377594,Even
5889,876535,Odd
5890,158211,Odd
5891,702616,Even
5892,654043,Odd
5893,739884,Even
5894,892679,Odd
5895,721116,Even
5896,425277,Odd
5897,217903,Odd
5898,100609,Odd
5899,121369,Odd
5900,904241,Odd
5901,911645,Odd
5902,358151,Odd
5903,860964,Even
5904,623713,Odd
5905,93877,Odd
5906,568138,Even
5907,934803,Odd
5908,631941,Odd
5909,837250,Even
5910,428211,Odd
5911,820714,Even
5912,805163,Odd
5913,914251,Odd
5914,196034,Even
5915,87057,Odd
5916,611045,Odd
5917,554543,Odd
5918,283646,Even
5919,215067,Odd
5920,435751,Odd
5921,478181,Odd
5922,170126,Even
5923,256183,Odd
5924,250140,Even
5925,826780,Even
5926,891267,Odd
5927,195023,Odd
5928,112069,Odd
5929,934083,Odd
5930,716205,Odd
5931,373825,Odd
5932,592522,Even
5933,911127,Odd
5934,534606,Even
5935,51211,Odd
5936,320199,Odd
5937,271042,Even
5938,935406,Even
5939,544721,Odd
5940,793169,Odd
5941,179030,Even
5942,171644,Even
5943,533502,Even
5944,361353,Odd
5945,918983,Odd
5946,566151,Odd
5947,162231,Odd
5948,219382,Even
5949,280420,Even
5950,821463,Odd
5951,11560,Even
5952,810452,Even
5953,834859,Odd
5954,594127,Odd
5955,56148,Even
5956,774774,Even
5957,103337,Odd
5958,307113,Odd
5959,832814,Even
5960,751338,Even
5961,473789,Odd
5962,867534,Even
5963,770004,Even
5964,512195,Odd
5965,909289,Odd
5966,597357,Odd
5967,30153,Odd
5968,275636,Even
5969,973412,Even
5970,359558,Even
5971,842618,Even
5972,310787,Odd
5973,132309,Odd
5974,123070,Even
5975,306377,Odd
5976,893202,Even
5977,494396,Even
5978,422950,Even
5979,647508,Even
5980,523219,Odd
5981,528533,Odd
5982,889043,Odd
5983,356801,Odd
5984,241926,Even
5985,158503,Odd
5986,539672,Even
5987,240401,Odd
5988,279617,Odd
5989,477381,Odd
5990,515178,Even
5991,538297,Odd
5992,249161,Odd
5993,178756,Even
